tick,time,Steer,Brake,Throttle,Distance_Bicycle,Distance_Motorbike,Distance_SmallCar,Location_X,Location_Y,Location_Z,Rotation_Pitch,Rotation_Yaw,Rotation_Roll,Speed_kmh,Heading,GNSS_Latitude,GNSS_Longitude,Height,Reverse,Hand_Brake,Manual,Gear,Collision_History,Nearby_Vehicles_Count,Nearby_Vehicles_Details
862,21:45:42:083,0.0005035400390625,0.0,0.9777001142501831,377.4050709449566,173.43957967076818,41.178952365327966,106.20268249511719,34.7658805847168,10.474977493286133,-1.070980429649353,0.2611839771270752,-0.182464599609375,78.97815299830083,N,,,,False,False,False,5,,,
863,21:45:42:123,0.0005035400390625,0.0,0.9777001142501831,378.46489257078395,174.50013298296273,40.12233884377813,107.26326751708984,34.77219772338867,10.455414772033691,-1.0218850374221802,0.25410187244415283,-0.1787414699792862,79.202070936357,N,,,,False,False,False,5,,,
864,21:45:42:153,0.0005035400390625,0.0,0.9777001142501831,378.9029867716865,174.93852893160278,39.68564045204258,107.70167541503906,34.7747802734375,10.447333335876465,-1.0014628171920776,0.25188058614730835,-0.1830749213695526,79.30202471304487,N,,,,False,False,False,5,,,
865,21:45:42:181,0.0005035400390625,0.0,0.9777001142501831,378.9029867716865,174.93852893160278,39.68564045204258,107.70167541503906,34.7747802734375,10.447333335876465,-1.0014628171920776,0.25188058614730835,-0.1830749213695526,79.30202471304487,N,,,,False,False,False,5,,,
866,21:45:42:229,0.0005035400390625,0.0,0.9777001142501831,380.6320638881528,176.66878295682602,37.96256780465062,109.43196868896484,34.78431701660156,10.415846824645996,-0.9648666381835938,0.24916669726371765,-0.17596429586410522,79.73042933032723,N,,,,False,False,False,5,,,
867,21:45:42:260,0.0005035400390625,0.0,0.9777001142501831,381.37205590643174,177.4092701696502,37.225401135621006,110.17247009277344,34.78812026977539,10.402606010437012,-0.9683773517608643,0.25116318464279175,-0.161468505859375,79.92868096791273,N,,,,False,False,False,5,,,
868,21:45:42:291,0.0007049560663290322,0.0,0.9777001142501831,382.1575876042553,178.195329776965,36.44302326784291,110.95854187011719,34.792144775390625,10.388453483581543,-0.9692106246948242,0.2544671297073364,-0.1542358249425888,80.1466492231999,N,,,,False,False,False,5,,,
869,21:45:42:337,0.0007049560663290322,0.0,0.9777001142501831,382.1575876042553,178.195329776965,36.44302326784291,110.95854187011719,34.792144775390625,10.388453483581543,-0.9692106246948242,0.2544671297073364,-0.1542358249425888,80.1466492231999,N,,,,False,False,False,5,,,
870,21:45:42:362,0.001712036319077015,0.0,0.0,383.51086163907,179.54951690284278,35.09558324116283,112.312744140625,34.79908752441406,10.363876342773438,-0.967223048210144,0.2668278217315674,-0.1517333984375,80.5230049355713,N,,,,False,False,False,5,,,
871,21:45:42:391,0.001712036319077015,0.0,0.0,384.2547152228042,180.29387305285564,34.355171522823305,113.0571060180664,34.80290985107422,10.350296020507812,-0.9667039513587952,0.27738121151924133,-0.1526183933019638,80.69454618654736,N,,,,False,False,False,5,,,
872,21:45:42:439,0.001712036319077015,0.0,0.0,385.45796038130504,181.49792968444171,33.157879198987324,114.26116943359375,34.809139251708984,10.32828140258789,-0.9716762900352478,0.2988480031490326,-0.1551513522863388,80.85068151630973,N,,,,False,False,False,5,,,
873,21:45:42:483,0.001712036319077015,0.0,0.0,385.45796038130504,181.49792968444171,33.157879198987324,114.26116943359375,34.809139251708984,10.32828140258789,-0.9716762900352478,0.2988480031490326,-0.1551513522863388,80.85068151630973,N,,,,False,False,False,5,,,
874,21:45:42:512,0.0028198249638080597,0.0,0.0,387.1538068927834,183.19491156337196,31.471295712802576,115.95816040039062,34.818260192871094,10.297247886657715,-0.99575275182724,0.34301337599754333,-0.1619873195886612,80.80592362609694,N,,,,False,False,False,5,,,
875,21:45:42:573,0.0028198249638080597,0.0,0.0,388.37904496223007,184.42096222623312,30.253454143087325,117.18421936035156,34.825233459472656,10.27484130859375,-1.0223972797393799,0.385063499212265,-0.1678161472082138,80.62576102681383,N,,,,False,False,False,5,,,
876,21:45:42:599,0.0028198249638080597,0.0,0.0,388.7953395432231,184.837531427202,29.839818915347486,117.60079193115234,34.82769775390625,10.267227172851562,-1.0321303606033325,0.4008476138114929,-0.1698302924633026,80.54260449166468,N,,,,False,False,False,5,,,
877,21:45:42:633,0.0028198249638080597,0.0,0.0,388.7953395432231,184.837531427202,29.839818915347486,117.60079193115234,34.82769775390625,10.267227172851562,-1.0321303606033325,0.4008476138114929,-0.1698302924633026,80.54260449166468,N,,,,False,False,False,5,,,
878,21:45:42:658,0.0028198249638080597,0.0,0.0,390.1669162985494,186.21000780339293,28.477576093385434,118.97328186035156,34.836212158203125,10.242124557495117,-1.0639930963516235,0.4571506679058075,-0.1763610541820526,80.20564491382694,N,,,,False,False,False,5,,,
879,21:45:42:687,0.0028198249638080597,0.0,0.0,390.91692969863584,186.96050961024406,27.733067234059302,119.72379302978516,34.841156005859375,10.228386878967285,-1.0802558660507202,0.4902239441871643,-0.179901123046875,79.98723127669649,N,,,,False,False,False,5,,,
880,21:45:42:715,0.0028198249638080597,0.0,0.9777001142501831,391.6532354660627,187.69729198477523,27.002463466990175,120.46058654785156,34.84625244140625,10.214897155761719,-1.0958491563796997,0.5240281224250793,-0.18359375,79.75602095652931,NE,,,,False,False,False,5,,,
881,21:45:42:762,0.0028198249638080597,0.0,0.9777001142501831,392.06696320131755,188.11128629711726,26.592077521438515,120.87458801269531,34.84922790527344,10.207314491271973,-1.1040931940078735,0.5435203313827515,-0.1856689155101776,79.62157966687995,NE,,,,False,False,False,5,,,
882,21:45:42:815,0.0028198249638080597,0.0,0.9777001142501831,393.79741101478913,189.84288999435327,24.876868648700324,122.606201171875,34.861915588378906,10.17429256439209,-1.207399845123291,0.6265854835510254,-0.099029541015625,79.08850705271362,NE,,,,False,False,False,5,,,
883,21:45:42:845,0.0028198249638080597,0.0,0.9777001142501831,394.50483093841495,190.5508232581088,24.176227005650983,123.31412506103516,34.867774963378906,10.15945816040039,-1.3133223056793213,0.6616098284721375,-0.0795898288488388,78.90659621081342,NE,,,,False,False,False,5,,,
884,21:45:42:891,0.0028198249638080597,0.0,0.9777001142501831,394.90125595448177,190.94754395666018,23.783754864891435,123.7108383178711,34.87125778198242,10.15086555480957,-1.381316900253296,0.6817260980606079,-0.0754394456744194,78.81847152564063,NE,,,,False,False,False,5,,,
