tick,time,Steer,Brake,Throttle,Distance_Bicycle,Distance_Motorbike,Distance_SmallCar,Location_X,Location_Y,Location_Z,Rotation_Pitch,Rotation_Yaw,Rotation_Roll,Speed_kmh,Heading,GNSS_Latitude,GNSS_Longitude,Height,Reverse,Hand_Brake,Manual,Gear,Collision_History,Nearby_Vehicles_Count,Nearby_Vehicles_Details
583,21:46:13:514,0.004330447409301996,0.0,0.9932669997215271,155.79719111680922,48.47567137206281,262.75133953793494,-115.5124282836914,33.51677322387695,8.929279327392578,1.657304286956787,-0.8691710233688354,-0.0727538987994194,77.25245646311848,NW,,,,False,False,False,5,,,
584,21:46:13:567,0.004531863611191511,0.0,0.9932669997215271,157.78633072893138,46.49465923416274,260.76323371965435,-113.52352142333984,33.49026107788086,8.979668617248535,1.0021867752075195,-0.7735288739204407,-0.030975336208939552,76.93407977898542,NW,,,,False,False,False,5,,,
585,21:46:13:589,0.004531863611191511,0.0,0.9932669997215271,158.1745968502117,46.10795046701227,260.3750251955219,-113.1351547241211,33.485408782958984,8.986533164978027,0.8856637477874756,-0.7503965497016907,-0.0544128343462944,76.91253816767367,NW,,,,False,False,False,5,,,
586,21:46:13:615,0.004531863611191511,0.0,0.9932669997215271,158.1745968502117,46.10795046701227,260.3750251955219,-113.1351547241211,33.485408782958984,8.986533164978027,0.8856637477874756,-0.7503965497016907,-0.0544128343462944,76.91253816767367,NW,,,,False,False,False,5,,,
587,21:46:13:634,0.004531863611191511,0.0,0.9932669997215271,158.1745968502117,46.10795046701227,260.3750251955219,-113.1351547241211,33.485408782958984,8.986533164978027,0.8856637477874756,-0.7503965497016907,-0.0544128343462944,76.91253816767367,NW,,,,False,False,False,5,,,
588,21:46:13:663,0.004531863611191511,0.0,0.9932669997215271,159.5561527066587,44.73204576024582,258.9933592720304,-111.75289154052734,33.46739959716797,9.003133773803711,0.5823214054107666,-0.6605224013328552,0.004559730179607868,76.87840196129191,NW,,,,False,False,False,5,,,
589,21:46:13:685,0.004531863611191511,0.0,0.9932669997215271,160.32078329674954,43.97070530801199,258.2287379983884,-110.98795318603516,33.4581298828125,9.014241218566895,0.4874022603034973,-0.6041257977485657,0.012087464332580566,76.90006683133349,NW,,,,False,False,False,5,,,
590,21:46:13:741,0.004531863611191511,0.0,0.9932669997215271,161.4965029815266,42.80009839302693,257.0527950160923,-109.8115234375,33.444580078125,9.026483535766602,0.8172798752784729,-0.506103515625,0.018027950078248978,76.974920485985,NW,,,,False,False,False,5,,,
591,21:46:13:770,0.004531863611191511,0.0,0.9932669997215271,161.4965029815266,42.80009839302693,257.0527950160923,-109.8115234375,33.444580078125,9.026483535766602,0.8172798752784729,-0.506103515625,0.018027950078248978,76.974920485985,NW,,,,False,False,False,5,,,
592,21:46:13:796,0.004531863611191511,0.0,0.9932669997215271,161.4965029815266,42.80009839302693,257.0527950160923,-109.8115234375,33.444580078125,9.026483535766602,0.8172798752784729,-0.506103515625,0.018027950078248978,76.974920485985,NW,,,,False,False,False,5,,,
593,21:46:13:839,0.004531863611191511,0.0,0.9932669997215271,163.638693841415,40.6680229258252,254.91054919394088,-107.66845703125,33.423126220703125,9.058674812316895,1.1334220170974731,-0.3283080458641052,0.01545758731663227,77.24625702791688,N,,,,False,False,False,5,,,
594,21:46:13:860,0.004531863611191511,0.0,0.9932669997215271,163.99970934325773,40.30880691019694,254.54955642880861,-107.30733489990234,33.41996765136719,9.065146446228027,1.1548415422439575,-0.2984619140625,0.012809022329747677,77.30614351318319,N,,,,False,False,False,5,,,
595,21:46:13:938,0.004531863611191511,0.0,0.9932669997215271,165.76918028747266,38.54851537282837,252.7802273149361,-105.53740692138672,33.40645217895508,9.099002838134766,1.210992455482483,-0.1517639011144638,0.0003767691378016025,77.64466479190587,N,,,,False,False,False,5,,,
596,21:46:13:959,0.004531863611191511,0.0,0.9932669997215271,166.10162631233294,38.21785875278246,252.44780611809,-105.20487976074219,33.40428924560547,9.105611801147461,1.2164019346237183,-0.1241455003619194,-0.0016174317570403218,77.71561740456164,N,,,,False,False,False,5,,,
597,21:46:14:009,0.004229739308357239,0.0,0.9932669997215271,167.2590963757002,37.06678047585006,251.29040506464187,-104.04712677001953,33.397735595703125,9.128911972045898,1.2299667596817017,-0.02886963076889515,-0.007568359375,77.97770878518189,N,,,,False,False,False,5,,,
