tick,time,steerCmd,brakeCmd,throttleCmd,distance1,distance2
0,22:24:28:204,0.0,0.0,0.0,649.7371849705669,581.1597480079419
1,22:24:28:214,0.0,0.0,0.0,649.7382126441387,581.1613638818021
2,22:24:28:235,0.0,0.0,0.0,649.7382126441387,581.1613638818021
3,22:24:28:249,0.0,0.0,0.0,649.7398281996428,581.1642416143245
4,22:24:28:263,0.0,0.0,0.0,649.7398281996428,581.1642416143245
5,22:24:28:286,0.0,0.0,0.0,649.7398281996428,581.1642416143245
6,22:24:28:294,0.0,0.0,0.0,649.7419773943192,581.1682363301978
7,22:24:28:312,0.0,0.0,0.0,649.7419773943192,581.1682363301978
8,22:24:28:328,0.0,0.0,0.0,649.7419773943192,581.1682363301978
9,22:24:28:342,0.0,0.0,0.0,649.7419773943192,581.1682363301978
10,22:24:28:362,0.0,0.0,0.0,649.7419773943192,581.1682363301978
11,22:24:28:375,0.0,0.0,0.0,649.7419773943192,581.1682363301978
12,22:24:28:392,0.0,0.0,0.0,649.7419773943192,581.1682363301978
13,22:24:28:410,0.0,0.0,0.0,649.7441113180649,581.1722948774535
14,22:24:28:423,0.0,0.0,0.0,649.7445894248091,581.2016900617826
15,22:24:28:442,0.0,0.0,0.0,649.7443882593717,581.2066685808697
16,22:24:28:457,0.0,0.0,0.0,649.7443882593717,581.2066685808697
17,22:24:28:473,0.0,0.0,0.0,649.7442138383765,581.214438502693
18,22:24:28:491,0.0,0.0,0.0,649.7442138383765,581.214438502693
19,22:24:28:502,0.0,0.0,0.0,649.7441586482809,581.2208759172881
20,22:24:28:523,0.0,0.0,0.0,649.7441586482809,581.2208759172881
21,22:24:28:534,0.0,0.0,0.0,649.7441716352813,581.2293440972628
22,22:24:28:550,0.0,0.0,0.0,649.7441716352813,581.2293440972628
23,22:24:28:571,0.0,0.0,0.0,649.7441716352813,581.2293440972628
24,22:24:28:584,0.0,0.0,0.0,649.7441716352813,581.2293440972628
25,22:24:28:605,0.0,0.0,0.0,649.7441716352813,581.2293440972628
26,22:24:28:615,0.0,0.0,0.0,649.7441716352813,581.2293440972628
27,22:24:28:631,0.0,0.0,0.0,649.7441716352813,581.2293440972628
28,22:24:28:652,0.0,0.0,0.0,649.7442264962268,581.2384239567511
29,22:24:28:663,0.0,0.0,0.0,649.7443572437907,581.2625331695581
30,22:24:28:681,0.0,0.0,0.0,649.7444194524559,581.2656805272335
31,22:24:28:697,0.0,0.0,0.0,649.7444194524559,581.2656805272335
32,22:24:28:711,0.0,0.0,0.0,649.7444526657667,581.2692295964156
33,22:24:28:733,0.0,0.0,0.0,649.7444526657667,581.2692295964156
34,22:24:28:743,0.0,0.0,0.0,649.7444891681414,581.2732432164073
35,22:24:28:759,0.0,0.0,0.0,649.7444891681414,581.2732432164073
36,22:24:28:780,0.0,0.0,0.0,649.7445270987113,581.279568185881
37,22:24:28:790,0.0,0.0,0.0,649.7445270987113,581.279568185881
38,22:24:28:809,0.0,0.0,0.0,649.7445270987113,581.279568185881
39,22:24:28:822,0.0,0.0,0.0,649.7445270987113,581.279568185881
40,22:24:28:841,0.0,0.0,0.0,649.7445270987113,581.279568185881
41,22:24:28:857,0.0,0.0,0.0,649.7445270987113,581.279568185881
42,22:24:28:870,0.0,0.0,0.0,649.7445270987113,581.279568185881
43,22:24:28:889,0.0,0.0,0.0,649.7445270987113,581.279568185881
44,22:24:28:903,0.0,0.0,0.0,649.7445913570739,581.3151199875022
45,22:24:28:920,0.0,0.0,0.0,649.7446206725622,581.3174386444351
46,22:24:28:936,0.0,0.0,0.0,649.7446206725622,581.3174386444351
47,22:24:28:951,0.0,0.0,0.0,649.7446201172863,581.3201411284
48,22:24:28:971,0.0,0.0,0.0,649.7446201172863,581.3201411284
49,22:24:28:983,0.0,0.0,0.0,649.7446204145014,581.3235791069053
50,22:24:29:002,0.0,0.0,0.0,649.7446204145014,581.3235791069053
51,22:24:29:017,0.0,0.0,0.0,649.7446204145014,581.3235791069053
52,22:24:29:031,0.0,0.0,0.0,649.7446215078,581.3280418154577
53,22:24:29:050,0.0,0.0,0.0,649.7446215078,581.3280418154577
54,22:24:29:063,0.0,0.0,0.0,649.7446215078,581.3280418154577
55,22:24:29:079,0.0,0.0,0.0,649.7446215078,581.3280418154577
56,22:24:29:099,0.0,0.0,0.0,649.7446215078,581.3280418154577
57,22:24:29:110,0.0,0.0,0.0,649.7446215078,581.3280418154577
58,22:24:29:130,0.0,0.0,0.0,649.7446215078,581.3280418154577
59,22:24:29:143,0.0,0.0,0.0,649.7446227816156,581.361188499393
60,22:24:29:161,0.0,0.0,0.0,649.7446227816156,581.361188499393
61,22:24:29:176,0.0,0.0,0.0,649.7446231048764,581.3637524701186
62,22:24:29:191,0.0,0.0,0.0,649.7446232709972,581.3661945401452
63,22:24:29:210,0.0,0.0,0.0,649.7446232709972,581.3661945401452
64,22:24:29:224,0.0,0.0,0.0,649.7446234685468,581.3699195326586
65,22:24:29:239,0.0,0.0,0.0,649.7446234685468,581.3699195326586
66,22:24:29:259,0.0,0.0,0.0,649.7446232216098,581.3745447762598
67,22:24:29:271,0.0,0.0,0.0,649.7446232216098,581.3745447762598
68,22:24:29:290,0.0,0.0,0.0,649.7446232216098,581.3745447762598
69,22:24:29:303,0.0,0.0,0.0,649.7446232216098,581.3745447762598
70,22:24:29:320,0.0,0.0,0.0,649.7446232216098,581.3745447762598
71,22:24:29:338,0.0,0.0,0.0,649.7446232216098,581.3745447762598
72,22:24:29:350,0.0,0.0,0.0,649.7446232216098,581.3745447762598
73,22:24:29:370,0.0,0.0,0.0,649.7446232216098,581.3745447762598
74,22:24:29:384,0.0,0.0,0.0,649.7446230375302,581.4073818077093
75,22:24:29:402,0.0,0.0,0.0,649.7446230375302,581.4073818077093
76,22:24:29:417,0.0,0.0,0.0,649.7446232171201,581.4100062789647
77,22:24:29:432,0.0,0.0,0.0,649.7446232171201,581.4100062789647
78,22:24:29:451,0.0,0.0,0.0,649.7446234371184,581.4134095253216
79,22:24:29:463,0.0,0.0,0.0,649.7446232799767,581.416140900413
80,22:24:29:482,0.0,0.0,0.0,649.7446232799767,581.416140900413
81,22:24:29:499,0.0,0.0,0.0,649.7446232799767,581.4211008407734
82,22:24:29:511,0.0,0.0,0.0,649.7446232799767,581.4211008407734
83,22:24:29:531,0.0,0.0,0.0,649.7446232799767,581.4211008407734
84,22:24:29:543,0.0,0.0,0.0,649.7446229297766,581.4266863333589
85,22:24:29:561,0.0,0.0,0.0,649.7446229297766,581.4266863333589
86,22:24:29:577,0.0,0.0,0.0,649.7446229297766,581.4266863333589
87,22:24:29:592,0.0,0.0,0.0,649.7446229297766,581.4266863333589
88,22:24:29:611,0.0,0.0,0.0,649.7446229297766,581.4266863333589
89,22:24:29:623,0.0,0.0,0.0,649.7446229297766,581.4266863333589
90,22:24:29:639,0.0,0.0,0.0,649.7446229297766,581.4266863333589
91,22:24:29:658,0.0,0.0,0.0,649.7446228265129,581.4314323633058
92,22:24:29:673,0.0,0.0,0.0,649.7446231542635,581.4591599095024
93,22:24:29:690,0.0,0.0,0.0,649.7446231542635,581.4591599095024
94,22:24:29:703,0.0,0.0,0.0,649.7446230689584,581.4627292748943
95,22:24:29:722,0.0,0.0,0.0,649.7446230689584,581.4627292748943
96,22:24:29:734,0.0,0.0,0.0,649.7446230689584,581.4627292748943
97,22:24:29:753,0.0,0.0,0.0,649.7446230689584,581.4627292748943
98,22:24:29:767,0.0,0.0,0.0,649.7446230689584,581.4627292748943
99,22:24:29:787,0.0,0.0,0.0,649.7446230689584,581.4627292748943
100,22:24:29:798,0.0,0.0,0.0,649.7446227534214,581.4874599080067
101,22:24:29:817,0.0,0.0,0.0,649.7446227085242,581.4907546023624
102,22:24:29:832,0.0,0.0,0.0,649.7446227085242,581.4907546023624
103,22:24:29:848,0.0,0.0,0.0,649.7446228297466,581.4935462924967
104,22:24:29:867,0.0,0.0,0.0,649.7446228297466,581.4935462924967
105,22:24:29:878,0.0,0.0,0.0,649.7446230452539,581.4970855778047
106,22:24:29:894,0.0,0.0,0.0,649.7446230452539,581.4970855778047
107,22:24:29:916,0.0,0.0,0.0,649.7446230452539,581.4970855778047
108,22:24:29:927,0.0,0.0,0.0,649.7446231754566,581.5022722832504
109,22:24:29:948,0.0,0.0,0.0,649.7446231754566,581.5022722832504
110,22:24:29:961,0.0,0.0,0.0,649.7446231754566,581.5022722832504
111,22:24:29:975,0.0,0.0,0.0,649.7446231754566,581.5022722832504
112,22:24:29:994,0.0,0.0,0.0,649.7446231754566,581.5022722832504
113,22:24:30:006,0.0,0.0,0.0,649.7446231754566,581.5022722832504
114,22:24:30:023,0.0,0.0,0.0,649.7446231754566,581.5022722832504
115,22:24:30:040,0.0,0.0,0.0,649.7446226681168,581.536259565946
116,22:24:30:055,0.0,0.0,0.0,649.7446226681168,581.536259565946
117,22:24:30:075,0.0,0.0,0.0,649.7446230228052,581.5382430006898
118,22:24:30:089,0.0,0.0,0.0,649.7446230228052,581.5382430006898
119,22:24:30:106,0.0,0.0,0.0,649.7446228387261,581.5414910243794
120,22:24:30:121,0.0,0.0,0.0,649.7446228387261,581.5414910243794
121,22:24:30:135,0.0,0.0,0.0,649.7446228207672,581.5462201850324
122,22:24:30:153,0.0,0.0,0.0,649.7446228207672,581.5462201850324
123,22:24:30:167,0.0,0.0,0.0,649.7446228342363,581.5507661109757
124,22:24:30:183,0.0,0.0,0.0,649.7446228342363,581.5507661109757
125,22:24:30:203,0.0,0.0,0.0,649.7446228342363,581.5507661109757
126,22:24:30:215,0.0,0.0,0.0,649.7446228342363,581.5507661109757
127,22:24:30:237,0.0,0.0,0.0,649.7446228342363,581.5507661109757
128,22:24:30:247,0.0,0.0,0.0,649.7446228342363,581.5507661109757
129,22:24:30:265,0.0,0.0,0.0,649.7446228342363,581.5507661109757
130,22:24:30:280,0.0,0.0,0.0,649.7446226097505,581.5846444823633
131,22:24:30:294,0.0,0.0,0.0,649.7446226097505,581.5846444823633
132,22:24:30:314,0.0,0.0,0.0,649.7446228521952,581.5874663958595
133,22:24:30:326,0.0,0.0,0.0,649.7446228521952,581.5874663958595
134,22:24:30:346,0.0,0.0,0.0,649.7446228521952,581.5901504076344
135,22:24:30:360,0.0,0.0,0.0,649.7446228521952,581.5901504076344
136,22:24:30:375,0.0,0.0,0.0,649.7446230946412,581.5933079035644
137,22:24:30:394,0.0,0.0,0.0,649.7446230946412,581.5933079035644
138,22:24:30:407,0.0,0.0,0.0,649.7446229105618,581.5974862733448
139,22:24:30:425,0.0,0.0,0.0,649.7446229105618,581.5974862733448
140,22:24:30:442,0.0,0.0,0.0,649.7446229105618,581.5974862733448
141,22:24:30:455,0.0,0.0,0.0,649.7446229105618,581.5974862733448
142,22:24:30:477,0.0,0.0,0.0,649.7446229105618,581.5974862733448
143,22:24:30:488,0.0,0.0,0.0,649.7446229105618,581.5974862733448
144,22:24:30:504,0.0,0.0,0.0,649.7446229105618,581.5974862733448
145,22:24:30:523,0.0,0.0,0.0,649.7446223974785,581.6301115861817
146,22:24:30:535,0.0,0.0,0.0,649.7446223974785,581.6301115861817
147,22:24:30:554,0.0,0.0,0.0,649.7446227835935,581.632537058127
148,22:24:30:567,0.0,0.0,0.0,649.7446227835935,581.632537058127
149,22:24:30:586,0.0,0.0,0.0,649.7446229497136,581.6352058583941
150,22:24:30:604,0.0,0.0,0.0,649.7446231697112,581.6384699774387
151,22:24:30:615,0.0,0.0,0.0,649.7446231697112,581.6384699774387
152,22:24:30:638,0.0,0.0,0.0,649.7446231697112,581.6384699774387
153,22:24:30:647,0.0,0.0,0.0,649.7446229048162,581.6428465317258
154,22:24:30:665,0.0,0.0,0.0,649.7446229048162,581.6428465317258
155,22:24:30:681,0.0,0.0,0.0,649.7446229048162,581.6428465317258
156,22:24:30:694,0.0,0.0,0.0,649.7446229048162,581.6428465317258
157,22:24:30:716,0.0,0.0,0.0,649.7446229048162,581.6428465317258
158,22:24:30:726,0.0,0.0,0.0,649.7446229048162,581.6428465317258
159,22:24:30:745,0.0,0.0,0.0,649.7446229048162,581.6428465317258
160,22:24:30:760,0.0,0.0,0.0,649.7446227835935,581.676097402127
161,22:24:30:774,0.0,0.0,0.0,649.7446227835935,581.676097402127
162,22:24:30:794,0.0,0.0,0.0,649.7446231158341,581.6787058946173
163,22:24:30:807,0.0,0.0,0.0,649.7446231158341,581.6787058946173
164,22:24:30:824,0.0,0.0,0.0,649.7446231158341,581.6818168320552
165,22:24:30:843,0.0,0.0,0.0,649.7446233897095,581.685539090962
166,22:24:30:856,0.0,0.0,0.0,649.7446233897095,581.685539090962
167,22:24:30:874,0.0,0.0,0.0,649.7446233897095,581.685539090962
168,22:24:30:887,0.0,0.0,0.0,649.7446231517522,581.6905567040221
169,22:24:30:905,0.0,0.0,0.0,649.7446231517522,581.6905567040221
170,22:24:30:922,0.0,0.0,0.0,649.7446231517522,581.6905567040221
171,22:24:30:935,0.0,0.0,0.0,649.7446231517522,581.6905567040221
172,22:24:30:951,0.0,0.0,0.0,649.7446231517522,581.6905567040221
173,22:24:30:987,0.0,0.0,0.0,649.74462338073,581.6957129426481
174,22:24:30:995,0.0,0.0,0.0,649.74462338073,581.6957129426481
175,22:24:31:012,0.0,0.0,0.0,649.74462338073,581.6957129426481
176,22:24:31:029,0.0,0.0,0.0,649.7446225591077,581.7193213912773
177,22:24:31:042,0.0,0.0,0.0,649.7446225591077,581.7193213912773
178,22:24:31:062,0.0,0.0,0.0,649.7446226803299,581.7223413884277
179,22:24:31:074,0.0,0.0,0.0,649.7446226803299,581.7223413884277
180,22:24:31:090,0.0,0.0,0.0,649.7446229586931,581.7241715909809
181,22:24:31:114,0.0,0.0,0.0,649.7446229586931,581.7241715909809
182,22:24:31:122,0.0,0.0,0.0,649.7446227521655,581.7285627509101
183,22:24:31:140,0.0,0.0,0.0,649.7446227521655,581.7285627509101
184,22:24:31:156,0.0,0.0,0.0,649.7446227027785,581.732726124199
185,22:24:31:171,0.0,0.0,0.0,649.7446227027785,581.732726124199
186,22:24:31:193,0.0,0.0,0.0,649.7446227027785,581.732726124199
187,22:24:31:203,0.0,0.0,0.0,649.7446227027785,581.732726124199
188,22:24:31:221,0.0,0.0,0.0,649.7446227027785,581.732726124199
189,22:24:31:238,0.0,0.0,0.0,649.7446227027785,581.732726124199
190,22:24:31:251,0.0,0.0,0.0,649.7446227027785,581.732726124199
191,22:24:31:270,0.0,0.0,0.0,649.7446227027785,581.732726124199
192,22:24:31:283,0.0,0.0,0.0,649.7446225501283,581.7680345114954
193,22:24:31:300,0.0,0.0,0.0,649.7446225501283,581.7680345114954
194,22:24:31:321,0.0,0.0,0.0,649.7446227746141,581.7705664374026
195,22:24:31:332,0.0,0.0,0.0,649.7446227746141,581.7705664374026
196,22:24:31:352,0.0,0.0,0.0,649.74462301257,581.7740437378419
197,22:24:31:363,0.0,0.0,0.0,649.7446228015524,581.777154588904
198,22:24:31:379,0.0,0.0,0.0,649.7446228015524,581.777154588904
199,22:24:31:399,0.0,0.0,0.0,649.7446228015524,581.777154588904
200,22:24:31:411,0.0,0.0,0.0,649.7446225276798,581.7823099562316
201,22:24:31:431,0.0,0.0,0.0,649.7446225276798,581.7823099562316
202,22:24:31:442,0.0,0.0,0.0,649.7446224513549,581.7876331552169
203,22:24:31:460,0.0,0.0,0.0,649.7446224513549,581.7876331552169
204,22:24:31:478,0.0,0.0,0.0,649.7446224513549,581.7876331552169
205,22:24:31:491,0.0,0.0,0.0,649.7446224513549,581.7876331552169
206,22:24:31:509,0.0,0.0,0.0,649.7446224513549,581.7876331552169
207,22:24:31:524,0.0,0.0,0.0,649.7446224513549,581.7876331552169
208,22:24:31:538,0.0,0.0,0.0,649.7446224513549,581.7876331552169
209,22:24:31:557,0.0,0.0,0.0,649.7446228284908,581.7924535321839
210,22:24:31:570,0.0,0.0,0.0,649.7446228195113,581.8089247595763
211,22:24:31:592,0.0,0.0,0.0,649.7446229048162,581.8104044100078
212,22:24:31:603,0.0,0.0,0.0,649.7446229048162,581.8104044100078
213,22:24:31:619,0.0,0.0,0.0,649.7446225276798,581.813835285335
214,22:24:31:639,0.0,0.0,0.0,649.7446225276798,581.813835285335
215,22:24:31:650,0.0,0.0,0.0,649.7446223076846,581.8154819970752
216,22:24:31:670,0.0,0.0,0.0,649.7446223076846,581.8154819970752
217,22:24:31:685,0.0,0.0,0.0,649.7446221011594,581.820392659073
218,22:24:31:701,0.0,0.0,0.0,649.7446221011594,581.820392659073
219,22:24:31:718,0.0,0.0,0.0,649.7446221011594,581.820392659073
220,22:24:31:731,0.0,0.0,0.0,649.744622038304,581.8248000145692
221,22:24:31:752,0.0,0.0,0.0,649.744622038304,581.8248000145692
222,22:24:31:763,0.0,0.0,0.0,649.744622038304,581.8248000145692
223,22:24:31:779,0.0,0.0,0.0,649.744622038304,581.8248000145692
224,22:24:31:800,0.0,0.0,0.0,649.744622038304,581.8248000145692
225,22:24:31:812,0.0,0.0,0.0,649.744622038304,581.8248000145692
226,22:24:31:829,0.0,0.0,0.0,649.744622038304,581.8248000145692
227,22:24:31:845,0.0,0.0,0.0,649.7446224513549,581.8298181272036
228,22:24:31:858,0.0,0.0,0.0,649.7446226937991,581.8595289727713
229,22:24:31:875,0.0,0.0,0.0,649.7446226937991,581.8595289727713
230,22:24:31:891,0.0,0.0,0.0,649.7446226937991,581.8674745576785
231,22:24:31:907,0.0,0.0,0.0,649.7446226937991,581.8674745576785
232,22:24:31:925,0.0,0.0,0.0,649.7446229272649,581.8716233977839
233,22:24:31:940,0.0,0.0,0.0,649.7446229272649,581.8716233977839
234,22:24:31:954,0.0,0.0,0.0,649.7446231652215,581.873758948833
235,22:24:31:975,0.0,0.0,0.0,649.7446231652215,581.873758948833
236,22:24:31:988,0.0,0.0,0.0,649.7446231953941,581.876626228074
237,22:24:32:004,0.0,0.0,0.0,649.7446231953941,581.876626228074
238,22:24:32:020,0.0,0.0,0.0,649.7446231819248,581.882818632478
239,22:24:32:035,0.0,0.0,0.0,649.7446231819248,581.882818632478
240,22:24:32:054,0.0,0.0,0.0,649.7446231819248,581.882818632478
241,22:24:32:066,0.0,0.0,0.0,649.7446231819248,581.882818632478
242,22:24:32:085,0.0,0.0,0.0,649.7446231819248,581.882818632478
243,22:24:32:104,0.0,0.0,0.0,649.7446231819248,581.882818632478
244,22:24:32:114,0.0,0.0,0.0,649.7446231819248,581.882818632478
245,22:24:32:135,0.0,0.0,0.0,649.7446231819248,581.882818632478
246,22:24:32:147,0.0,0.0,0.0,649.7446229349886,581.9210095977155
247,22:24:32:164,0.0,0.0,0.0,649.7446229349886,581.9210095977155
248,22:24:32:183,0.0,0.0,0.0,649.744623123558,581.923373788653
249,22:24:32:195,0.0,0.0,0.0,649.7446230113142,581.9262100527537
250,22:24:32:215,0.0,0.0,0.0,649.7446230113142,581.9262100527537
251,22:24:32:228,0.0,0.0,0.0,649.7446230113142,581.9303741288137
252,22:24:32:243,0.0,0.0,0.0,649.7446230113142,581.9303741288137
253,22:24:32:264,0.0,0.0,0.0,649.7446226880535,581.9356357721157
254,22:24:32:275,0.0,0.0,0.0,649.7446226880535,581.9356357721157
255,22:24:32:295,0.0,0.0,0.0,649.7446226880535,581.9356357721157
256,22:24:32:307,0.0,0.0,0.0,649.7446226880535,581.9356357721157
257,22:24:32:322,0.0,0.0,0.0,649.7446226880535,581.9356357721157
258,22:24:32:342,0.0,0.0,0.0,649.7446226880535,581.9356357721157
259,22:24:32:354,0.0,0.0,0.0,649.7446226880535,581.9356357721157
260,22:24:32:373,0.0,0.0,0.0,649.7446226880535,581.9356357721157
261,22:24:32:389,0.0,0.0,0.0,649.7446223917327,581.9686721228056
262,22:24:32:405,0.0,0.0,0.0,649.7446223917327,581.9686721228056
263,22:24:32:420,0.0,0.0,0.0,649.7446224456091,581.9715701443646
264,22:24:32:435,0.0,0.0,0.0,649.7446225803003,581.9734460451939
265,22:24:32:454,0.0,0.0,0.0,649.7446225803003,581.9734460451939
266,22:24:32:468,0.0,0.0,0.0,649.7446224186709,581.9768465734303
267,22:24:32:483,0.0,0.0,0.0,649.7446224186709,581.9768465734303
268,22:24:32:504,0.0,0.0,0.0,649.7446224186709,581.9768465734303
269,22:24:32:519,0.0,0.0,0.0,649.7446225354032,581.9825509948756
270,22:24:32:531,0.0,0.0,0.0,649.7446225354032,581.9825509948756
271,22:24:32:550,0.0,0.0,0.0,649.7446225354032,581.9825509948756
272,22:24:32:566,0.0,0.0,0.0,649.7446224815267,581.9884074595589
273,22:24:32:587,0.0,0.0,0.0,649.7446224815267,581.9884074595589
274,22:24:32:595,0.0,0.0,0.0,649.7446224815267,581.9884074595589
275,22:24:32:616,0.0,0.0,0.0,649.7446224815267,581.9884074595589
276,22:24:32:627,0.0,0.0,0.0,649.744622809276,581.9953172551178
277,22:24:32:645,0.0,0.0,0.0,649.744622809276,581.9953172551178
278,22:24:32:662,0.0,0.0,0.0,649.744622979886,582.0026225642825
279,22:24:32:675,0.0,0.0,0.0,649.744622979886,582.0026225642825
280,22:24:32:693,0.0,0.0,0.0,649.744623090874,582.0059474172635
281,22:24:32:707,0.0,0.0,0.0,649.7446231537307,582.00793004196
282,22:24:32:722,0.0,0.0,0.0,649.7446231537307,582.00793004196
283,22:24:32:740,0.0,0.0,0.0,649.7446231537307,582.00793004196
284,22:24:32:754,0.0,0.0,0.0,649.7446232120975,582.0126731966575
285,22:24:32:772,0.0,0.0,0.0,649.7446232120975,582.0126731966575
286,22:24:32:789,0.0,0.0,0.0,649.744623261485,582.0173858694948
287,22:24:32:804,0.0,0.0,0.0,649.744623261485,582.0173858694948
288,22:24:32:822,0.0,0.0,0.0,649.744623261485,582.0173858694948
289,22:24:32:834,0.0,0.0,0.0,649.744623261485,582.0173858694948
290,22:24:32:852,0.0,0.0,0.0,649.744623261485,582.0173858694948
291,22:24:32:869,0.0,0.0,0.0,649.744623261485,582.0173858694948
292,22:24:32:883,0.0,0.0,0.0,649.744623261485,582.0173858694948
293,22:24:32:903,0.0,0.0,0.0,649.74462298312,582.0218992662373
294,22:24:32:916,0.0,0.0,0.0,649.7446232345463,582.0381733099156
295,22:24:32:936,0.0,0.0,0.0,649.7446234320963,582.0397442423514
296,22:24:32:949,0.0,0.0,0.0,649.7446234320963,582.0397442423514
297,22:24:32:963,0.0,0.0,0.0,649.7446234320963,582.0397442423514
298,22:24:32:982,0.0,0.0,0.0,649.7446234320963,582.0397442423514
299,22:24:33:016,0.0,0.0,0.0,649.7446234320963,582.0397442423514
300,22:24:33:033,0.0,0.0,0.0,649.7446234320963,582.0397442423514
301,22:24:33:045,0.0,0.0,0.0,649.7446234320963,582.0397442423514
302,22:24:33:059,0.0,0.0,0.0,649.7446226778181,582.0668000957845
303,22:24:33:077,0.0,0.0,0.0,649.7446226778181,582.0668000957845
304,22:24:33:093,0.0,0.0,0.0,649.7446226104723,582.0752193364094
305,22:24:33:108,0.0,0.0,0.0,649.7446228978149,582.0777974937606
306,22:24:33:127,0.0,0.0,0.0,649.7446228978149,582.0777974937606
307,22:24:33:139,0.0,0.0,0.0,649.7446231223023,582.0811988147941
308,22:24:33:156,0.0,0.0,0.0,649.7446231223023,582.0811988147941
309,22:24:33:176,0.0,0.0,0.0,649.7446233243418,582.0859881303447
310,22:24:33:188,0.0,0.0,0.0,649.7446233243418,582.0859881303447
311,22:24:33:208,0.0,0.0,0.0,649.7446233243418,582.0859881303447
312,22:24:33:220,0.0,0.0,0.0,649.744622965161,582.090456171092
313,22:24:33:235,0.0,0.0,0.0,649.744622965161,582.090456171092
314,22:24:33:256,0.0,0.0,0.0,649.744622965161,582.090456171092
315,22:24:33:267,0.0,0.0,0.0,649.744622965161,582.090456171092
316,22:24:33:286,0.0,0.0,0.0,649.744622965161,582.090456171092
317,22:24:33:301,0.0,0.0,0.0,649.744622965161,582.090456171092
318,22:24:33:316,0.0,0.0,0.0,649.744622965161,582.090456171092
319,22:24:33:340,0.0,0.0,0.0,649.74462298312,582.0956880224081
320,22:24:33:348,0.0,0.0,0.0,649.744622430884,582.1243766988595
321,22:24:33:367,0.0,0.0,0.0,649.744622430884,582.1243766988595
322,22:24:33:380,0.0,0.0,0.0,649.7446227227155,582.1287848758157
323,22:24:33:396,0.0,0.0,0.0,649.7446227227155,582.1287848758157
324,22:24:33:414,0.0,0.0,0.0,649.7446228214894,582.133360227348
325,22:24:33:428,0.0,0.0,0.0,649.7446228214894,582.133360227348
326,22:24:33:447,0.0,0.0,0.0,649.7446228574073,582.1371730349213
327,22:24:33:460,0.0,0.0,0.0,649.7446228574073,582.1371730349213
328,22:24:33:476,0.0,0.0,0.0,649.744623108833,582.140132190006
329,22:24:33:496,0.0,0.0,0.0,649.744623108833,582.140132190006
330,22:24:33:507,0.0,0.0,0.0,649.7446229382226,582.1426481139133
331,22:24:33:524,0.0,0.0,0.0,649.7446229382226,582.1426481139133
332,22:24:33:544,0.0,0.0,0.0,649.7446230594458,582.1475290808997
333,22:24:33:556,0.0,0.0,0.0,649.7446230594458,582.1475290808997
334,22:24:33:575,0.0,0.0,0.0,649.7446230594458,582.1475290808997
335,22:24:33:587,0.0,0.0,0.0,649.744623185159,582.1522876407208
336,22:24:33:607,0.0,0.0,0.0,649.744623185159,582.1522876407208
337,22:24:33:621,0.0,0.0,0.0,649.744623185159,582.1522876407208
338,22:24:33:636,0.0,0.0,0.0,649.744623185159,582.1522876407208
339,22:24:33:655,0.0,0.0,0.0,649.744623185159,582.1522876407208
340,22:24:33:667,0.0,0.0,0.0,649.744623185159,582.1522876407208
341,22:24:33:685,0.0,0.0,0.0,649.744623185159,582.1522876407208
342,22:24:33:704,0.0,0.0,0.0,649.7446227182256,582.1569077562359
343,22:24:33:716,0.0,0.0,0.0,649.7446227002667,582.1864662161844
344,22:24:33:740,0.0,0.0,0.0,649.7446228933252,582.1892574480048
345,22:24:33:748,0.0,0.0,0.0,649.7446228933252,582.1892574480048
346,22:24:33:766,0.0,0.0,0.0,649.7446227361846,582.1925513322433
347,22:24:33:781,0.0,0.0,0.0,649.7446227361846,582.1925513322433
348,22:24:33:796,0.0,0.0,0.0,649.7446227182256,582.1955562964922
349,22:24:33:815,0.0,0.0,0.0,649.7446227182256,582.1955562964922
350,22:24:33:827,0.0,0.0,0.0,649.7446227406743,582.200513463781
351,22:24:33:846,0.0,0.0,0.0,649.7446227406743,582.200513463781
352,22:24:33:862,0.0,0.0,0.0,649.7446225116987,582.2051497764255
353,22:24:33:876,0.0,0.0,0.0,649.7446225116987,582.2051497764255
354,22:24:33:896,0.0,0.0,0.0,649.7446225116987,582.2051497764255
355,22:24:33:908,0.0,0.0,0.0,649.7446225116987,582.2051497764255
356,22:24:33:926,0.0,0.0,0.0,649.7446225116987,582.2051497764255
357,22:24:33:944,0.0,0.0,0.0,649.7446225116987,582.2051497764255
358,22:24:33:956,0.0,0.0,0.0,649.7446225116987,582.2051497764255
359,22:24:33:973,0.0,0.0,0.0,649.7446225116987,582.2051497764255
360,22:24:33:989,0.0,0.0,0.0,649.7446224353737,582.2385675585119
361,22:24:34:005,0.0,0.0,0.0,649.7446224353737,582.2385675585119
362,22:24:34:021,0.0,0.0,0.0,649.7446226553695,582.2414962466078
363,22:24:34:036,0.0,0.0,0.0,649.7446227361846,582.2444702470642
364,22:24:34:055,0.0,0.0,0.0,649.7446227361846,582.2444702470642
365,22:24:34:069,0.0,0.0,0.0,649.7446227361846,582.2470476676916
366,22:24:34:083,0.0,0.0,0.0,649.7446227361846,582.2470476676916
367,22:24:34:104,0.0,0.0,0.0,649.7446227361846,582.2470476676916
368,22:24:34:117,0.0,0.0,0.0,649.7446230100585,582.2520202529113
369,22:24:34:138,0.0,0.0,0.0,649.7446230100585,582.2520202529113
