steerCmd,brakeCmd,throttleCmd
0,0,0,557.0272486667516
0.020544754757780708,0,0.9932669851660886,0
0,0,0,148.98784709982266
0,0,0,352.0779689100113
0,0,0,556.5823173928022
0.014703486871667818,0,0.9932669851660886,0
0,0,0,148.54745487139664
0,0,0,351.61860314295615
0,0,0,556.1231046860637
0.004330447343633784,0,0.9932669851660886,0
0,0,0,148.34420827662083
0,0,0,351.4104687172091
0,0,0,555.9149858614243
-0.004229739130824055,0,0.9932669851660886,0
0,0,0,147.68232284450227
0,0,0,350.7127602063307
0,0,0,555.2178156795316
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,147.42606724024122
0,0,0,350.44817650653755
0,0,0,554.9532842105452
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,147.1870721362791
0,0,0,350.20334356692786
0,0,0,554.7084941489061
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,146.53295038492627
0,0,0,349.52095145561117
0,0,0,554.0264904357176
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,146.2957518440486
0,0,0,349.2777106141003
0,0,0,553.7833009475504
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,145.8274567222332
0,0,0,348.79307995160167
0,0,0,553.2989108536118
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,145.8274567222332
0,0,0,348.79307995160167
0,0,0,553.2989108536118
-0.004330447343633784,0,0.9932669851660886,0
0,0,0,144.76910378038
0,0,0,347.66785506806497
0,0,0,552.1750394844066
-0.0050354051192922356,0,0.9932669851660886,0
0,0,0,144.48134115940468
0,0,0,347.3712133629922
0,0,0,551.8784758402726
-0.012890704334368102,0,0.9932669851660886,0
0,0,0,143.96456568450807
0,0,0,346.83635765824783
0,0,0,551.343868230344
-0.018026950365403513,0,0.9932669851660886,0
0,0,0,143.46239053931254
0,0,0,346.31084240060585
0,0,0,550.818677830825
-0.023566158543217107,0,0.9932669851660886,0
0,0,0,143.1690076292734
0,0,0,346.01092240901545
0,0,0,550.5187684648989
-0.02427115941303063,0,0.9932669851660886,0
0,0,0,142.6666550396555
0,0,0,345.49129928762346
0,0,0,549.9992241818451
-0.02427115941303063,0,0.9932669851660886,0
0,0,0,142.1670754885602
0,0,0,344.97613146566727
0,0,0,549.4840384715429
-0.02406973032295975,0,0.9932669851660886,0
0,0,0,141.89157606086735
0,0,0,344.6944547583966
0,0,0,549.2022522870842
-0.023767587094174834,0,0.9932669851660886,0
0,0,0,141.89157606086735
0,0,0,344.6944547583966
0,0,0,549.2022522870842
-0.022357591635705085,0,0.9932669851660886,0
0,0,0,141.12926766397254
0,0,0,343.90202415118586
0,0,0,548.4097537777872
-0.016516280146175927,0,0.9932669851660886,0
0,0,0,140.6032461473181
0,0,0,343.354160679977
0,0,0,547.8617788078922
-0.011077931210441606,0,0.9932669851660886,0
0,0,0,139.88728036200953
0,0,0,342.61176365261576
0,0,0,547.118972530126
0.01278999448163617,0,0.9932669851660886,0
0,0,0,139.38510900691156
0,0,0,342.0939562364294
0,0,0,546.6006802850013
0.01701983591744607,0,0.9932669851660886,0
0,0,0,139.08297005788106
0,0,0,341.78529698648344
0,0,0,546.2916583951994
0.01712054718587374,0,0.9932669851660886,0
0,0,0,138.25217479796265
0,0,0,340.92585172653867
0,0,0,545.4314681868975
0.01712054718587374,0,0.9932669851660886,0
0,0,0,137.97976457354827
0,0,0,340.6477587808744
0,0,0,545.1530412161536
0.016717702341418367,0,0.9932669851660886,0
0,0,0,137.97976457354827
0,0,0,340.6477587808744
0,0,0,545.1530412161536
0.015207039425436056,0,0.9932669851660886,0
0,0,0,137.17198264466947
0,0,0,339.8132866529343
0,0,0,544.3179118864776
0.00936587515493957,0,0.9932669851660886,0
0,0,0,136.62164339597342
0,0,0,339.2444806480253
0,0,0,543.7487279525371
0.003121949369160523,0,0.9932669851660886,0
0,0,0,136.28920049358678
0,0,0,338.9055423962347
0,0,0,543.4093878249655
-0.0033233656172845507,0,0.9932669851660886,0
0,0,0,135.72741462624376
0,0,0,338.32828518373276
0,0,0,542.8315560902981
-0.006042488639891035,0,0.9932669851660886,0
0,0,0,135.14979758527545
0,0,0,337.7362294032816
0,0,0,542.2388630334651
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,134.58124904796452
0,0,0,337.1533995808175
0,0,0,541.6553801228915
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,134.29636141796183
0,0,0,336.85739596919126
0,0,0,541.3592238885198
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,133.38386551747013
0,0,0,335.91791175769464
0,0,0,540.4188897572215
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,132.79695879813107
0,0,0,335.3160686021527
0,0,0,539.8163309837054
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,132.4732620535781
0,0,0,334.9865280797091
0,0,0,539.486325936665
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,131.54969272375425
0,0,0,334.0384808804624
0,0,0,538.5371805585648
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,131.1826288410847
0,0,0,333.66450533254846
0,0,0,538.1626616817621
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,130.86496369760908
0,0,0,333.34187263294064
0,0,0,537.8395378921772
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,129.71760695702287
0,0,0,332.16358642591854
0,0,0,536.6600561834443
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,129.3188111517168
0,0,0,331.75702220498033
0,0,0,536.2528470610672
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,128.72900732866105
0,0,0,331.1538882727395
0,0,0,535.6488255507696
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,128.1247588151439
0,0,0,330.5374028494492
0,0,0,535.0313683519172
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,127.75571608149708
0,0,0,330.16215731958056
0,0,0,534.6554551025395
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,127.75571608149708
0,0,0,330.16215731958056
0,0,0,534.6554551025395
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,126.80630479064706
0,0,0,329.19088644803907
0,0,0,533.6827493252235
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,126.12568610274839
0,0,0,328.4934475081733
0,0,0,532.9843562719165
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,125.3951803816984
0,0,0,327.7381225903591
0,0,0,532.2279012867957
-0.0058410718340856475,0,0.9932669851660886,0
0,0,0,124.476503944288
0,0,0,326.8070733442275
0,0,0,531.2948462530604
-0.00523682172535803,0,0.9932669851660886,0
0,0,0,123.79346733896377
0,0,0,326.11024644057505
0,0,0,530.5965884017353
0.006948864966353124,0,0.9932669851660886,0
0,0,0,123.79346733896377
0,0,0,326.11024644057505
0,0,0,530.5965884017353
0.010473675365519838,0,0.9932669851660886,0
0,0,0,123.40211748475662
0,0,0,325.6956096336108
0,0,0,530.181614550326
0.010473675365519838,0,0.9932669851660886,0
0,0,0,121.76027345213863
0,0,0,324.0298360399653
0,0,0,528.5121939485728
0.010473675365519838,0,0.9932669851660886,0
0,0,0,121.02009422837344
0,0,0,323.2718319784131
0,0,0,527.7528450968273
0.010473675365519838,0,0.9932669851660886,0
0,0,0,120.37248684332798
0,0,0,322.61182715731746
0,0,0,527.0914123073878
0.010473675365519838,0,0.9932669851660886,0
0,0,0,119.9882689144552
0,0,0,322.2216055611762
0,0,0,526.7002926150366
0.010675093883649109,0,0.9932669851660886,0
0,0,0,119.61431636614662
0,0,0,321.84233343754465
0,0,0,526.3201492134162
0.011279350022736636,0,0.9932669851660886,0
0,0,0,119.30692489524445
0,0,0,321.5276621294558
0,0,0,526.0048815189361
0.016214147131936245,0,0.9932669851660886,0
0,0,0,118.2144283369892
0,0,0,320.4113820764499
0,0,0,524.8865579963799
0.019537629726521948,0,0.9932669851660886,0
0,0,0,117.52764356743226
0,0,0,319.71093994267784
0,0,0,524.1847459437104
0.022458305262095656,0,0.9932669851660886,0
0,0,0,116.75449991428329
0,0,0,318.922700104528
0,0,0,523.395083673569
0.024170444840755735,0,0.9932669851660886,0
0,0,0,115.89278272308103
0,0,0,318.04217083514845
0,0,0,522.5132536068812
0.025781884689006936,0,0.9932669851660886,0
0,0,0,115.40625065508793
0,0,0,317.54764818145446
0,0,0,522.0179301354883
0.025983315696974266,0,0.9932669851660886,0
0,0,0,114.65514387234909
0,0,0,316.78191130639243
0,0,0,521.2512052179302
0.025983315696974266,0,0.9932669851660886,0
0,0,0,113.9145623387411
0,0,0,316.0282624340537
0,0,0,520.4966978057932
0.025983315696974266,0,0.9932669851660886,0
0,0,0,113.50771123158148
0,0,0,315.61561880208416
0,0,0,520.0835814798093
0.02588260016382132,0,0.9932669851660886,0
0,0,0,112.79926247632407
0,0,0,314.89519943252037
0,0,0,519.3625903199954
0.018329085481758975,0,0.9932669851660886,0
0,0,0,111.71932621918317
0,0,0,313.7955715341599
0,0,0,518.2625910377011
0.012286445645835992,0,0.9932669851660886,0
0,0,0,111.29561404771864
0,0,0,313.365792056657
0,0,0,517.8326234517306
-0.003927614548685004,0,0.9932669851660886,0
0,0,0,110.5011569559747
0,0,0,312.5573271969163
0,0,0,517.0240939077332
-0.006546030896702495,0,0.9932669851660886,0
0,0,0,109.73087155047962
0,0,0,311.77430487409555
0,0,0,516.241160385909
-0.006546030896702495,0,0.9932669851660886,0
0,0,0,108.94580218487059
0,0,0,310.9765192050294
0,0,0,515.4436026189107
-0.003121949369160523,0,0.9932669851660886,0
0,0,0,107.99526172938506
0,0,0,310.0098448033991
0,0,0,514.477461045256
0.002819825049178983,0,0.9932669851660886,0
0,0,0,107.57028875697934
0,0,0,309.57925914510304
0,0,0,514.0470707171638
0.004129030927547334,0,0.9932669851660886,0
0,0,0,107.10971770412348
0,0,0,309.1127536792905
0,0,0,513.5808365151997
0.004129030927547334,0,0.9932669851660886,0
0,0,0,106.36863500399232
0,0,0,308.3608124021785
0,0,0,512.8295311040197
0.004129030927547334,0,0.9932669851660886,0
0,0,0,105.25364522630935
0,0,0,307.2271267054581
0,0,0,511.69722893908823
0.004129030927547334,0,0.9932669851660886,0
0,0,0,105.25364522630935
0,0,0,307.2271267054581
0,0,0,511.69722893908823
0.004129030927547334,0,0.9932669851660886,0
0,0,0,104.04941074320247
0,0,0,306.0014507946422
0,0,0,510.4733249025672
0.004129030927547334,0,0.9932669851660886,0
0,0,0,103.09898449462663
0,0,0,305.0330827285967
0,0,0,509.50666897920155
0.0016113282799488115,0,0.9932669851660886,0
0,0,0,102.53843347921269
0,0,0,304.46496582983525
0,0,0,508.93937308440604
-0.00906374828078193,0,0.9932669851660886,0
0,0,0,101.80537894295351
0,0,0,303.72159924429627
0,0,0,508.19719183164466
-0.010473675365519838,0,0.9932669851660886,0
0,0,0,100.95807050428422
0,0,0,302.86017516547963
0,0,0,507.3373069351989
-0.009768711283735318,0,0.9932669851660886,0
0,0,0,100.14348170873807
0,0,0,302.03281507256185
0,0,0,506.511351051938
-0.0061431970631081675,0,0.9932669851660886,0
0,0,0,100.14348170873807
0,0,0,302.03281507256185
0,0,0,506.511351051938
0.005639655080938907,0,0.9932669851660886,0
0,0,0,98.951885165867
0,0,0,300.82135627757896
0,0,0,505.302181734736
0.006646739391417423,0,0.9932669851660886,0
0,0,0,98.18378001562397
0,0,0,300.0354506967204
0,0,0,504.51766833607786
0.00594178023029252,0,0.9932669851660886,0
0,0,0,97.30836162592841
0,0,0,299.13732439377185
0,0,0,503.6213297681377
0.0058410718340856475,0,0.9932669851660886,0
0,0,0,96.45503874780916
0,0,0,298.25990482878404
0,0,0,502.7455867366427
0.0068481564260157585,0,0.9932669851660886,0
0,0,0,96.03210911522152
0,0,0,297.8240030174152
0,0,0,502.310757407852
0.008358786278803914,0,0.9932669851660886,0
0,0,0,94.8924560246001
0,0,0,296.6481105891453
0,0,0,501.13736220851104
0.007452407907501178,0,0.9932669851660886,0
0,0,0,93.68847229698665
0,0,0,295.40134831806336
0,0,0,499.8937912779047
0.0007049560676629487,0,0.9932669851660886,0
0,0,0,93.17815086175385
0,0,0,294.872016410726
0,0,0,499.3655161505206
-0.0025177007863954053,0,0.9932669851660886,0
0,0,0,91.93837172121405
0,0,0,293.5826304362249
0,0,0,498.0791704373141
-0.0025177007863954053,0,0.9932669851660886,0
0,0,0,91.0434106464954
0,0,0,292.6493636211614
0,0,0,497.1479613107658
-0.0025177007863954053,0,0.9932669851660886,0
0,0,0,89.76420671901793
0,0,0,291.31145088375246
0,0,0,495.813302949641
-0.0025177007863954053,0,0.9932669851660886,0
0,0,0,88.52177113574345
0,0,0,290.0070741023552
0,0,0,494.51303909751624
-0.0025177007863954053,0,0.9932669851660886,0
0,0,0,87.70449544399402
0,0,0,289.14737009998845
0,0,0,493.65538005391585
-0.0025177007863954053,0,0.9932669851660886,0
