steerCmd,brakeCmd,throttleCmd
0,0,0,96.46771660102283
0,0,0,414.14829469421704
-0.0015106202448613845,0,1,0
0,0,0,59.92827933286005
0,0,0,97.46178320638907
0,0,0,415.58355336127954
-0.0015106202448613845,0,1,0
0,0,0,60.383334763498524
0,0,0,97.80281824236576
0,0,0,416.0901170978493
-0.0015106202448613845,0,1,0
0,0,0,61.639482001701474
0,0,0,98.72335786581107
0,0,0,417.4746090030029
-0.0015106202448613845,0,1,0
0,0,0,62.08611571517515
0,0,0,99.0478588887203
0,0,0,417.9684311853963
-0.0015106202448613845,0,1,0
0,0,0,62.89648592603052
0,0,0,99.64313282890588
0,0,0,418.8600380641159
-0.0015106202448613845,0,1,0
0,0,0,62.89648592603052
0,0,0,99.64313282890588
0,0,0,418.8600380641159
-0.0015106202448613845,0,0,0
0,0,0,64.60696531987648
0,0,0,100.85189333624601
0,0,0,420.71915532341956
-0.0015106202448613845,0,0,0
0,0,0,65.56447787237195
0,0,0,101.91144330044601
0,0,0,421.7718761249198
-0.0015106202448613845,0,0,0
0,0,0,66.58837286861012
0,0,0,103.04197753454736
0,0,0,422.88338323762224
-0.0005035400437911619,0,0,0
0,0,0,67.04805843590714
0,0,0,103.54867099066183
0,0,0,423.38358683460694
0.002215576574681424,0,0,0
0,0,0,68.0214773259744
0,0,0,104.61941136766272
0,0,0,424.4363671366926
0.003524781895369429,0,0,0
0,0,0,68.87889306712519
0,0,0,105.55989656502855
0,0,0,425.36230530827066
0.003524781895369429,0,0,0
0,0,0,69.35734985245871
0,0,0,106.0836494842535
0,0,0,425.8795543593837
0.003524781895369429,0,0,0
0,0,0,69.84292376716013
0,0,0,106.61441837746757
0,0,0,426.4041573498624
0.003524781895369429,0,0,0
0,0,0,70.86020252806168
0,0,0,107.72399791509473
0,0,0,427.4971811992094
0.005639655080938907,0,0,0
0,0,0,71.80121068223464
0,0,0,108.7475907766555
0,0,0,428.5053878565137
0.007351699286586802,0,0,0
0,0,0,72.36122129464128
0,0,0,109.35548468714467
0,0,0,429.10544681515273
0.008358786278803914,0,0,0
0,0,0,72.36122129464128
0,0,0,109.35548468714467
0,0,0,429.10544681515273
0.009970129479327017,0,0,0
0,0,0,72.92117211573017
0,0,0,109.96239041126414
0,0,0,429.7050823948283
0.010675093883649109,0,0,0
0,0,0,73.81333802890133
0,0,0,110.92747533846824
0,0,0,430.65636077499363
0.010675093883649109,0,0,0
0,0,0,74.30232022381875
0,0,0,111.45544949081535
0,0,0,431.17854343191203
0.010675093883649109,0,0,0
0,0,0,75.6012263384808
0,0,0,112.85462220533344
0,0,0,432.5570055599794
0.010675093883649109,0,0,0
0,0,0,75.6012263384808
0,0,0,112.85462220533344
0,0,0,432.5570055599794
0.010675093883649109,0,0,0
0,0,0,76.91524337942252
0,0,0,114.26190243413629
0,0,0,433.94655416897587
0.010675093883649109,0,0,0
0,0,0,77.74006755999214
0,0,0,115.13427357598077
0,0,0,434.81707939794643
0.010675093883649109,0,0,0
0,0,0,78.18513387234417
0,0,0,115.60572669420262
0,0,0,435.2875167686607
0.010675093883649109,0,0,0
0,0,0,78.67979378033083
0,0,0,116.12921932590015
0,0,0,435.80979781526656
0.010675093883649109,0,1,0
0,0,0,79.56696778477057
0,0,0,117.06042655080904
0,0,0,436.7419908665348
0.010675093883649109,0,1,0
0,0,0,79.56696778477057
0,0,0,117.06042655080904
0,0,0,436.7419908665348
0.010675093883649109,0,1,0
0,0,0,80.78363165196876
0,0,0,118.32973381742242
0,0,0,438.01628463000617
0.010675093883649109,0,1,0
0,0,0,81.2005619459528
0,0,0,118.7665347128558
0,0,0,438.4536730792764
0.010675093883649109,0,1,0
0,0,0,82.50844018374714
0,0,0,120.11982294341418
0,0,0,439.8166253266996
0.010675093883649109,0,1,0
0,0,0,83.00077746883957
0,0,0,120.61583325638962
0,0,0,440.3213886715995
0.010675093883649109,0,1,0
0,0,0,84.33516375206018
0,0,0,121.99640334908968
0,0,0,441.7130426505324
0.010675093883649109,0,1,0
0,0,0,84.83772577664877
0,0,0,122.51729086295992
0,0,0,442.2352467170888
0.010675093883649109,0,1,0
0,0,0,85.22309548263748
0,0,0,122.91033206658557
0,0,0,442.6329261123765
0.010675093883649109,0,1,0
0,0,0,86.55502855564264
0,0,0,124.26561139625102
0,0,0,444.006093964965
0.010675093883649109,0,1,0
0,0,0,87.03679034632509
0,0,0,124.7609907989058
0,0,0,444.50368327054446
0.010675093883649109,0,1,0
0,0,0,88.4552183496104
0,0,0,126.21216625276624
0,0,0,445.95936259392244
0.010675093883649109,0,1,0
0,0,0,89.34913745547567
0,0,0,127.09956931849568
0,0,0,446.86656009016656
0.010675093883649109,0,1,0
0,0,0,90.70323225892791
0,0,0,128.46912531526092
0,0,0,448.257422252389
0.010675093883649109,0,1,0
0,0,0,91.18150070641387
0,0,0,128.957505505961
0,0,0,448.7470472034626
0.010675093883649109,0,1,0
0,0,0,91.18150070641387
0,0,0,128.957505505961
0,0,0,448.7470472034626
0.009567293176211463,0,1,0
0,0,0,92.43339157581043
0,0,0,130.21540200331395
0,0,0,450.0216593240656
0.0020141604588844167,0,1,0
0,0,0,93.26028730258506
0,0,0,131.04833464036508
0,0,0,450.86328797297335
-0.0068481564260157585,0,1,0
0,0,0,93.82852483270881
0,0,0,131.62370393744354
0,0,0,451.44162862188733
-0.012890704334368102,0,1,0
0,0,0,94.33755178103134
0,0,0,132.14005353613618
0,0,0,451.9598526435747
-0.015509171367175199,0,1,0
0,0,0,95.2427159621461
0,0,0,133.0509777140766
0,0,0,452.878416119112
-0.018026950365403513,0,1,0
0,0,0,96.21754517677854
0,0,0,134.0288370734886
0,0,0,453.86634288058696
-0.018429797269531412,0,1,0
0,0,0,97.12419933918584
0,0,0,134.9302279002496
0,0,0,454.78322421662597
-0.018429797269531412,0,1,0
0,0,0,98.10406126863833
0,0,0,135.91307870290103
0,0,0,455.7746910103236
-0.018026950365403513,0,1,0
0,0,0,98.10406126863833
0,0,0,135.91307870290103
0,0,0,455.7746910103236
-0.01540846068527597,0,1,0
0,0,0,99.84736635625238
0,0,0,137.63427515478483
0,0,0,457.53340700939117
-0.01057438461266805,0,0,0
0,0,0,100.7941042586056
0,0,0,138.58015853876682
0,0,0,458.48936432169444
-0.007653825199945949,0,0,0
0,0,0,101.30926773115456
0,0,0,139.09978915769298
0,0,0,459.011089624418
-0.00674744790111285,0,0,0
0,0,0,102.29313659312704
0,0,0,140.084011026824
0,0,0,460.00429118317305
-0.00674744790111285,0,0,0
0,0,0,103.21467445005352
0,0,0,141.00855679477823
0,0,0,460.9355874966914
-0.00674744790111285,0,0,0
0,0,0,103.21467445005352
0,0,0,141.00855679477823
0,0,0,460.9355874966914
-0.00674744790111285,0,0,0
0,0,0,105.01916398503948
0,0,0,142.7899763853497
0,0,0,462.7535667809275
-0.008963039363888165,0,0,0
0,0,0,105.56081268418585
0,0,0,143.3350443503796
0,0,0,463.3016029646056
-0.010070838610715773,0,0,0
0,0,0,106.09878849571402
0,0,0,143.87834308527098
0,0,0,463.84646845187433
-0.010070838610715773,0,0,0
0,0,0,107.03048714430516
0,0,0,144.812237381616
0,0,0,464.7876670799253
-0.009567293176211463,0,0,0
0,0,0,108.26422739044939
0,0,0,146.04473624287886
0,0,0,466.03318908144934
0.0001007080078503293,0,0,0
0,0,0,109.1684160906002
0,0,0,146.9602142516665
0,0,0,466.9471634507998
0.002819825049178983,0,0,0
0,0,0,110.63158995825343
0,0,0,148.45477637550982
0,0,0,468.4230749269197
0.002819825049178983,0,0,0
0,0,0,111.14230474837547
0,0,0,148.97754484264655
0,0,0,468.9404016737729
0.002819825049178983,0,0,0
0,0,0,112.00359940404475
0,0,0,149.85943009183566
0,0,0,469.8109028704136
-0.0020141604588844167,0,0,0
0,0,0,113.42038070144275
0,0,0,151.3110022276763
0,0,0,471.2405544422477
-0.002920533149181532,0,1,0
0,0,0,114.30199564329669
0,0,0,152.21455738301447
0,0,0,472.1299875388995
-0.002920533149181532,0,1,0
0,0,0,115.24714434990837
0,0,0,153.18353849414882
0,0,0,473.08538093117096
-0.0027191169555317637,0,1,0
0,0,0,116.20336931894363
0,0,0,154.1640852344834
0,0,0,474.0515223301491
-0.0027191169555317637,0,1,0
0,0,0,116.67890502283056
0,0,0,154.65135994892464
0,0,0,474.5194032957472
-0.0027191169555317637,0,1,0
0,0,0,117.89744110767053
0,0,0,155.90135527258795
0,0,0,475.76317570745437
-0.0027191169555317637,0,1,0
0,0,0,118.37352043685422
0,0,0,156.38966224513268
0,0,0,476.24601477870044
-0.0025177007863954053,0,1,0
0,0,0,119.83820873074855
0,0,0,157.8754191809058
0,0,0,477.72397704280485
-0.0025177007863954053,0,1,0
0,0,0,120.70305808529277
0,0,0,158.74519488585784
0,0,0,478.59760930997305
-0.0025177007863954053,0,1,0
0,0,0,121.18593681470693
0,0,0,159.2337385369289
0,0,0,479.0868178455259
-0.0025177007863954053,0,1,0
0,0,0,121.7029583499334
0,0,0,159.75705755201236
0,0,0,479.61074632195414
-0.0025177007863954053,0,1,0
0,0,0,122.23261966862137
0,0,0,160.29293100374758
0,0,0,480.14744936425603
-0.0025177007863954053,0,1,0
0,0,0,123.13808905210027
0,0,0,161.20214622708693
0,0,0,481.06292062403367
-0.0025177007863954053,0,1,0
0,0,0,123.61734453609193
0,0,0,161.68718055891014
0,0,0,481.5488829687045
-0.0025177007863954053,0,1,0
0,0,0,124.10721105796476
0,0,0,162.18292443066557
0,0,0,482.0459560585796
-0.0025177007863954053,0,1,0
0,0,0,124.5675702995115
0,0,0,162.64153849915613
0,0,0,482.5103409440458
-0.0025177007863954053,0,1,0
0,0,0,125.79441996213015
0,0,0,163.865032517469
0,0,0,483.7496501885087
-0.0025177007863954053,0,1,0
0,0,0,126.27256669518184
0,0,0,164.3476843232719
0,0,0,484.23399923075885
-0.0025177007863954053,0,1,0
0,0,0,127.15493674592996
0,0,0,165.23197877873528
0,0,0,485.1258886436259
-0.0025177007863954053,0,1,0
0,0,0,127.67896293331341
0,0,0,165.76152713599458
0,0,0,485.6571987851381
-0.0025177007863954053,0,1,0
0,0,0,128.16185852521417
0,0,0,166.24995566291798
0,0,0,486.14690679044486
-0.0025177007863954053,0,0.9777000854222132,0
0,0,0,129.05657322737352
0,0,0,167.14751471911558
0,0,0,487.05209376695746
-0.0025177007863954053,0,0.8610999172391722,0
0,0,0,130.2223816310995
0,0,0,168.31150707064043
0,0,0,488.2305241705846
-0.0025177007863954053,0,0.7148708872888985,0
0,0,0,130.70803083546895
0,0,0,168.80152767533667
0,0,0,488.7224636820261
-0.0025177007863954053,0,0.6436828168006246,0
0,0,0,132.13942528213346
0,0,0,170.22956428445332
0,0,0,490.16693841903754
-0.0025177007863954053,0,0.5659327652817765,0
0,0,0,132.60711610253793
0,0,0,170.70175209534753
0,0,0,490.64062676478824
-0.0025177007863954053,0,0.5244028813951171,0
0,0,0,133.55013091782305
0,0,0,171.6462104533961
0,0,0,491.59317851338403
-0.0025177007863954053,0,0.42150708111974344,0
0,0,0,134.14043655560792
0,0,0,172.24158833694838
0,0,0,492.1911579037332
-0.0025177007863954053,0,0.34797293749399727,0
0,0,0,134.66315662738853
0,0,0,172.7694360808165
0,0,0,492.72102552741666
-0.0025177007863954053,0,0.199662632348784,0
0,0,0,135.62079092484979
0,0,0,173.72972229846587
0,0,0,493.6895732854264
-0.0025177007863954053,0,0,0
0,0,0,136.11209493474328
0,0,0,174.2255845407905
0,0,0,494.1874225223947
-0.0025177007863954053,0,0,0
0,0,0,137.36186097375833
0,0,0,175.4721465296389
0,0,0,495.4497579934683
-0.0025177007863954053,0,0,0
0,0,0,138.42917950210682
0,0,0,176.506921911237
0,0,0,496.5175110404207
-0.0025177007863954053,0,0,0
0,0,0,139.38985692980845
0,0,0,177.4699526754679
0,0,0,497.4877550483422
-0.0007049560676629487,0,0,0
0,0,0,140.3334017676508
0,0,0,178.42818133392194
0,0,0,498.4470854051343
0.003524781895369429,0,0,0
0,0,0,140.85243966513863
0,0,0,178.95203272241065
0,0,0,498.972314614034
0.005136113416537228,0,0,0
0,0,0,141.42146079623842
0,0,0,179.51235742295927
0,0,0,499.5417895523841
0.005136113416537228,0,0,0
0,0,0,143.32630368552802
0,0,0,181.41183458933511
0,0,0,501.46655102920533
0.014804197315234427,0,0,0
0,0,0,143.32630368552802
0,0,0,181.41183458933511
0,0,0,501.46655102920533
0.022659732666961963,0,0,0
0,0,0,144.5984841945679
0,0,0,182.67263681840356
0,0,0,502.74648701226016
0.03122060944323024,0,0,0
0,0,0,146.07553574438901
0,0,0,184.10147679089962
0,0,0,504.2272820133437
0.03484653774276852,0,0,0
0,0,0,146.99934274705683
0,0,0,185.02353741485112
0,0,0,505.1561234918163
0.03605520260781419,0,0,0
0,0,0,147.46504615577263
0,0,0,185.49161517712622
0,0,0,505.6255867694425
0.03766677403418715,0,0,0
0,0,0,147.96851244005757
0,0,0,185.99768645626736
0,0,0,506.1329837841291
0.03827111887295928,0,0,0
0,0,0,149.01573905834258
0,0,0,187.03684709138938
0,0,0,507.18282986033023
0.03827111887295928,0,0,0
0,0,0,149.9685832204455
0,0,0,187.9845401607297
0,0,0,508.13810457057116
0.03827111887295928,0,0,0
0,0,0,150.49907615821405
0,0,0,188.51468877286328
0,0,0,508.6707735842824
0.03827111887295928,0,0,0
0,0,0,151.08192480577716
0,0,0,189.0966634163343
0,0,0,509.2558274028121
0.03806967025071317,0,0,0
0,0,0,152.00426576055798
0,0,0,190.0160553387641
0,0,0,510.1776915361762
0.03806967025071317,0,0,0
0,0,0,152.4589107107395
0,0,0,190.4757249824683
0,0,0,510.63334863085475
0.03806967025071317,0,0,0
0,0,0,153.35251145083927
0,0,0,191.37829608959095
0,0,0,511.52476106037795
0.03786822197172812,0,0,0
0,0,0,154.6264062928265
0,0,0,192.66323391340217
0,0,0,512.7919242335399
0.03484653774276852,0,0,0
0,0,0,155.98933313820632
0,0,0,194.03483764753625
0,0,0,514.1427393342302
0.02819907264553743,0,0,0
0,0,0,156.92707118654778
0,0,0,194.9765572090364
0,0,0,515.0691747773142
0.02568116927230407,0,0,0
0,0,0,157.3776414610051
0,0,0,195.42857005728854
0,0,0,515.5162686722609
0.019537629726521948,0,0,0
0,0,0,158.77738291473312
0,0,0,196.83004876349338
0,0,0,516.8955917610211
0.01278999448163617,0,0,0
0,0,0,159.25501439177086
0,0,0,197.30750444361894
0,0,0,517.3672744979831
0.005438238378634977,0,0,0
0,0,0,160.06772171812327
0,0,0,198.11901259066948
0,0,0,518.1672098796747
0.000604248055046128,0,0,0
0,0,0,161.0756727128578
0,0,0,199.12347630072904
0,0,0,519.1566865564558
-0.001007080115954297,0,0,0
0,0,0,162.35020523531088
0,0,0,200.3693628262207
0,0,0,520.4019504993388
-0.005740363451043435,0,0,0
0,0,0,162.8381760763013
0,0,0,200.84663581337082
0,0,0,520.8804489758782
-0.02225687805970687,0,0,0
0,0,0,163.66903950848715
0,0,0,201.65220744150025
0,0,0,521.6919581746896
-0.047437424748755355,0,0,0
0,0,0,164.46980398494168
0,0,0,202.42847130899668
0,0,0,522.473737634406
-0.09933437420610775,0,0,0
0,0,0,165.55268428727828
0,0,0,203.47375789469396
0,0,0,523.5299987775104
-0.1450316510619291,0,0,0
0,0,0,165.9079947076391
0,0,0,203.820398035278
0,0,0,523.8784896295147
-0.16694446806167856,0,0,0
0,0,0,166.33369230978585
0,0,0,204.23669564951174
0,0,0,524.2960768341599
-0.18907727347984177,0,0,0
0,0,0,167.11034384452012
0,0,0,204.99043163245835
0,0,0,525.0557533482071
-0.21001614609782326,0,0,0
0,0,0,167.5252381689616
0,0,0,205.3972310566593
0,0,0,525.4638249910726
-0.21710143339124452,0,0,0
0,0,0,168.27041833941448
0,0,0,206.1240906231286
0,0,0,526.1960741822714
-0.22479676247829927,0,0,0
0,0,0,168.70363490446925
0,0,0,206.5495754888914
0,0,0,526.6237835901135
-0.22965848012883427,0,0,0
0,0,0,169.11364496933314
0,0,0,206.9539497198274
0,0,0,527.030142451909
-0.23188716672658377,0,0,0
0,0,0,170.00029771792998
0,0,0,207.82259956267941
0,0,0,527.907920032996
-0.23188716672658377,0,0,0
0,0,0,170.43790382070583
0,0,0,208.2560184902439
0,0,0,528.3442787385134
-0.23188716672658377,0,0,0
0,0,0,170.80927727584896
0,0,0,208.6257306631428
0,0,0,528.7156526943066
-0.23208978717992151,0,0,0
0,0,0,171.51213828142147
0,0,0,209.32207501171948
0,0,0,529.4186690380856
-0.2347240452924409,0,0,0
0,0,0,172.2265247992284
0,0,0,210.0248780718267
0,0,0,530.1342192243274
-0.24232489709791855,0,0,0
0,0,0,172.63892023566234
0,0,0,210.4392045543558
0,0,0,530.5514359307084
-0.2446564399661062,0,0,0
0,0,0,173.27331120552043
0,0,0,211.0750361447637
0,0,0,531.1947637057873
-0.24627855584445307,0,0,0
0,0,0,173.62279392261635
0,0,0,211.42933603817823
0,0,0,531.5515896799229
-0.24708966736908677,0,0,0
0,0,0,173.95926200195333
0,0,0,211.77232872809316
0,0,0,531.8965189937729
-0.24729245085226836,0,0,0
0,0,0,174.614952149626
0,0,0,212.43517304338823
0,0,0,532.5688176882586
-0.24739384343544507,0,0,0
0,0,0,174.94219029576325
0,0,0,212.77214096556185
0,0,0,532.9078790200423
-0.24739384343544507,0,0,0
0,0,0,175.48662551566778
0,0,0,213.3306936730565
0,0,0,533.4729521572125
-0.24739384343544507,0,0,0
0,0,0,175.48662551566778
0,0,0,213.3306936730565
0,0,0,533.4729521572125
-0.2474952365799899,0,0,0
0,0,0,176.2428129278017
0,0,0,214.1024344178594
0,0,0,534.2622533229684
-0.2474952365799899,0,0,0
0,0,0,176.49671535093063
0,0,0,214.36910886824384
0,0,0,534.5305954461815
-0.2474952365799899,0,0,0
0,0,0,177.0449967860253
0,0,0,214.9397803987894
0,0,0,535.1118299707899
-0.2474952365799899,0,0,0
0,0,0,177.30217749217172
0,0,0,215.2144473368878
0,0,0,535.3878496417638
-0.2474952365799899,0,0,0
0,0,0,178.00179218092683
0,0,0,215.94983618582765
0,0,0,536.1413909253754
-0.2474952365799899,0,0,0
0,0,0,178.20482533631693
0,0,0,216.1710223718458
0,0,0,536.3636714075723
-0.2474952365799899,0,0,0
0,0,0,178.6004858581987
0,0,0,216.59912454038493
0,0,0,536.7976086189037
-0.2474952365799899,0,0,0
0,0,0,178.82002967779775
0,0,0,216.84103141416955
0,0,0,537.0413448154035
-0.2474952365799899,0,0,0
0,0,0,178.82002967779775
0,0,0,216.84103141416955
0,0,0,537.0413448154035
-0.2474952365799899,0,0,0
0,0,0,179.27741763242682
0,0,0,217.33830874653933
0,0,0,537.5497012839244
-0.2474952365799899,0,0,0
0,0,0,179.58830667885
0,0,0,217.68174892326923
0,0,0,537.899864313146
-0.2474952365799899,0,0,0
0,0,0,179.88906597437526
0,0,0,218.0175773971483
0,0,0,538.241866344468
-0.2474952365799899,0,0,0
0,0,0,180.0330877946377
0,0,0,218.1836326191366
0,0,0,538.4084590044521
-0.2474952365799899,0,0,0
0,0,0,180.1672064411649
0,0,0,218.34019713736612
0,0,0,538.5650857075622
-0.2474952365799899,0,0,0
0,0,0,180.38364661668507
0,0,0,218.5896562904477
0,0,0,538.8184464461184
-0.2474952365799899,0,0,0
0,0,0,180.4992659161381
0,0,0,218.7276461262769
0,0,0,538.9566829694377
-0.2474952365799899,0,0,0
0,0,0,180.68364901116942
0,0,0,218.9441005293526
0,0,0,539.177206011269
-0.2474952365799899,0,0,0
0,0,0,180.80487276989217
0,0,0,219.09100509989693
0,0,0,539.3252635947
-0.2474952365799899,0,0,0
0,0,0,180.893884487953
0,0,0,219.2032580260287
0,0,0,539.4358064554583
-0.2474952365799899,0,0,0
0,0,0,181.04983950350825
0,0,0,219.406199616803
0,0,0,539.6295337105635
-0.2474952365799899,0,0,0
0,0,0,181.174906466229
0,0,0,219.5781491710037
0,0,0,539.7891161888084
-0.2474952365799899,0,0,0
0,0,0,181.23869027521846
0,0,0,219.6682201755928
0,0,0,539.8725536646158
-0.2474952365799899,0,0,0
0,0,0,181.33335273993367
0,0,0,219.80548896181023
0,0,0,539.9976436679841
-0.2474952365799899,0,0,0
0,0,0,181.42480487486299
0,0,0,219.94336447600574
0,0,0,540.1211588845003
-0.2474952365799899,0,0,0
0,0,0,181.46477499260644
0,0,0,220.00578867031382
0,0,0,540.177421845239
-0.2474952365799899,0,0,0
0,0,0,181.560879143502
0,0,0,220.16315759455105
0,0,0,540.3117503617393
-0.25114576562231006,0,0,0
0,0,0,181.609461622531
0,0,0,220.24827999935303
0,0,0,540.3830907900239
-0.25469559920837226,0,0,0
0,0,0,181.63579038637008
0,0,0,220.29680725729634
0,0,0,540.4246164054441
-0.26331959216622375,0,0,0
0,0,0,181.6730447961672
0,0,0,220.36943103063925
0,0,0,540.4837359588374
-0.2733694644425708,0,0,0
0,0,0,181.6902853673099
0,0,0,220.40524851389887
0,0,0,540.5132716570502
-0.2864739230495652,0,0,0
0,0,0,181.71644221649547
0,0,0,220.46371183833546
0,0,0,540.5589827782883
-0.2997926501418922,0,0,0
0,0,0,181.72843111111607
0,0,0,220.49313423029028
0,0,0,540.5820904490569
-0.30813548924057793,0,0,0
0,0,0,181.74576753823237
0,0,0,220.53987567269937
0,0,0,540.6172124586823
-0.32514112441703447,0,0,0
0,0,0,181.75242712899572
0,0,0,220.55852505129343
0,0,0,540.6333616970741
-0.3549258796499805,0,0,0
0,0,0,181.75777821062024
0,0,0,220.5752968934859
0,0,0,540.6487699159221
-0.3806859134538161,0,0,0
0,0,0,181.76269017794095
0,0,0,220.5946249044307
0,0,0,540.6679051774535
-0.4137852294123914,0,0,0
0,0,0,181.76201169947333
0,0,0,220.6049479204732
0,0,0,540.6797031571683
-0.4586229685989296,0,0,0
0,0,0,181.75648221968504
0,0,0,220.60779082096872
0,0,0,540.6843273997526
-0.49289924184850964,0,0,0
0,0,0,181.75125936498165
0,0,0,220.6090845065959
0,0,0,540.6849935107937
-0.5321821429449416,0,0,0
0,0,0,181.73881306940964
0,0,0,220.60337849293109
0,0,0,540.6806030965718
-0.5687210884054819,0,0,0
0,0,0,181.7219776839393
0,0,0,220.57823781744676
0,0,0,540.663742902434
-0.6420905220996171,0,0,0
0,0,0,181.69902332331952
0,0,0,220.56811830922294
0,0,0,540.6532026423256
-0.6914452287168896,0,0,0
0,0,0,181.6767486065302
0,0,0,220.54841740736455
0,0,0,540.6351745760563
-0.7256824714070048,0,0,0
0,0,0,181.66313109923036
0,0,0,220.53767137131567
0,0,0,540.6243917908736
-0.7743694663266911,0,0,0
0,0,0,181.6217979630113
0,0,0,220.48799244071162
0,0,0,540.5836351175582
-0.7972921848702583,0,0,0
0,0,0,181.58885193781106
0,0,0,220.4525256143501
0,0,0,540.5512998877482
-0.816190594703762,0,0,0
0,0,0,181.55590843331922
0,0,0,220.40918342787396
0,0,0,540.5161423478007
-0.8344984725229312,0,0,0
0,0,0,181.53617020970466
0,0,0,220.38927835103013
0,0,0,540.4964971689835
-0.8399260333098743,0,0,0
0,0,0,181.50552419840082
0,0,0,220.35466295227033
0,0,0,540.4644618258642
-0.8442717546751842,0,0,0
0,0,0,181.4743468270605
0,0,0,220.3170144467634
0,0,0,540.4308926006491
-0.8462284000689211,0,0.21146121529928097,0
0,0,0,181.4498620306119
0,0,0,220.28810930755463
0,0,0,540.4044238559216
-0.8462284000689211,0,0.4262150514850285,0
0,0,0,181.4182753065433
0,0,0,220.24319482929764
0,0,0,540.3671981059415
-0.8462284000689211,0,0.5699893874347428,0
0,0,0,181.39312704904845
0,0,0,220.2116432531406
0,0,0,540.3382540328593
-0.8462284000689211,0,0.6057684911947556,0
0,0,0,181.37930955913492
0,0,0,220.1955785644272
0,0,0,540.3229644801764
-0.8462284000689211,0,0.6287945016040417,0
0,0,0,181.35447606994126
0,0,0,220.16208136421875
0,0,0,540.2933098157647
-0.8462284000689211,0,0.6473693789729349,0
0,0,0,181.33002665771755
0,0,0,220.11501504954583
0,0,0,540.2580656588683
-0.8462284000689211,0,0.6727894138880657,0
0,0,0,181.2794518083746
0,0,0,220.03700002729096
0,0,0,540.1990652908323
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.26527568761634
0,0,0,220.01967407742373
0,0,0,540.1827317962402
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.23873654680546
0,0,0,219.98263197636666
0,0,0,540.1500062653485
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.21027326477315
0,0,0,219.9449147909285
0,0,0,540.1158849228973
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.1808813113698
0,0,0,219.90099729171257
0,0,0,540.0797069006907
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.14888715451374
0,0,0,219.858562132614
0,0,0,540.0418615686295
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.1332430303199
0,0,0,219.83998703875528
0,0,0,540.0243545701818
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.08437571460803
0,0,0,219.75637346351775
0,0,0,539.9581715002815
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,181.0282426165026
0,0,0,219.6817922383108
0,0,0,539.8966704812968
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.98827867985156
0,0,0,219.62988978435925
0,0,0,539.8499257193736
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.92980607727327
0,0,0,219.54789670032184
0,0,0,539.7803358733192
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.90971927010298
0,0,0,219.52444770610882
0,0,0,539.7584161914793
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.86954235708632
0,0,0,219.4737602933385
0,0,0,539.712545290812
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.8472619501617
0,0,0,219.4416148855772
0,0,0,539.6834163618261
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.80212687018485
0,0,0,219.39498821572212
0,0,0,539.6381091902807
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.73299114262963
0,0,0,219.3041926981324
0,0,0,539.5584833441461
-0.8462284000689211,0,0.6870208674270563,0
0,0,0,180.70527164570115
0,0,0,219.27229524533047
0,0,0,539.5281946198007
-0.8462284000689211,0,0.6940588722660791,0
0,0,0,180.6564810049417
0,0,0,219.213575151508
0,0,0,539.473962283492
-0.8462284000689211,0,0.6940588722660791,0
0,0,0,180.60845516095782
0,0,0,219.15529034594627
0,0,0,539.4206666229189
-0.8462284000689211,0,0.7045208271325776,0
0,0,0,180.55644989648152
0,0,0,219.0921255233629
0,0,0,539.3626366724816
-0.8453586976398095,0,0.7045208271325776,0
0,0,0,180.52834212404468
0,0,0,219.06099415176263
0,0,0,539.3324439727708
-0.839383048195242,0,0.7079831614159194,0
0,0,0,180.47462333082012
0,0,0,218.99676569522242
0,0,0,539.2728842268223
-0.8260415790971276,0,0.7148708872888985,0
0,0,0,180.42053853140484
0,0,0,218.9337892830411
0,0,0,539.2133807865141
-0.813919622212642,0,0.7182964533433602,0
0,0,0,180.42053853140484
0,0,0,218.9337892830411
0,0,0,539.2133807865141
-0.8038728605310922,0,0.7182964533433602,0
0,0,0,180.3883364888086
0,0,0,218.88807475599575
0,0,0,539.1729142692118
-0.7793126656721149,0,0.7182964533433602,0
0,0,0,180.29736236826787
0,0,0,218.78636663471573
0,0,0,539.0773483386814
-0.7662110580672135,0,0.7182964533433602,0
0,0,0,180.2406270038012
0,0,0,218.7199266609261
0,0,0,539.0153009798058
-0.7470376167276008,0,0.7182964533433602,0
0,0,0,180.20381754928093
0,0,0,218.67929262465876
0,0,0,538.9762953801486
-0.7369919293342182,0,0.7182964533433602,0
0,0,0,180.14596405632744
0,0,0,218.61368958643047
0,0,0,538.9135753559735
